ID,month,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,Crop,class
ID_2iGgzO_Dec,Dec,2802.947,2511.9978,2289.0977,2059.3103,2157.7527,2917.4434,3326.0527,3174.687,3500.04,1576.2434,2507.6829,1828.8097,Rubber,3
ID_SZNrmO_Dec,Dec,3392.1226,3170.2014,3061.968,3044.4094,3116.977,3871.937,4369.8823,4102.0947,4644.7085,1525.398,3779.843,2892.0007,Rubber,3
ID_M2DJNc_Dec,Dec,2553.7473,2226.3215,2048.6858,1751.6401,1973.5151,3129.4194,3721.1353,3550.554,4061.632,1344.286,2761.053,1739.89,Rubber,3
ID_LxL7g8_Dec,Dec,2935.061,2588.08,2375.7192,2195.0442,2251.6604,2823.5947,3160.566,2911.1726,3287.76,1307.995,2437.529,1900.8451,Rubber,3
ID_9CHKck_Dec,Dec,2693.8086,2375.7646,2190.0642,1921.1815,2111.8496,3118.0393,3636.6821,3480.4028,3926.035,1532.0093,2762.7607,1871.7646,Rubber,3
ID_aZQJK3_Dec,Dec,2596.5317,2293.192,2119.9797,1826.5743,2066.8013,3300.5195,3923.6943,3750.614,4285.8726,1370.0842,2969.97,1874.7747,Rubber,3
ID_QbYj7g_Dec,Dec,2623.9758,2296.388,2079.4868,1830.0746,1948.9247,2779.7898,3228.4302,3043.1694,3434.4287,1326.0388,2357.9443,1659.3529,Palm,2
ID_bi25qY_Dec,Dec,2969.7065,2739.1326,2564.2314,2372.5474,2575.2268,3540.6416,4006.744,3842.2617,4277.064,1830.1649,3161.4001,2289.1848,Rubber,3
ID_xMZz4v_Dec,Dec,3660.3425,3528.5276,3446.6848,3483.0776,3545.8628,4305.9624,4811.3877,4572.0894,5099.064,1765.5314,4425.015,3416.327,Rubber,3
ID_Bm3VTW_Dec,Dec,2921.7498,2646.22,2437.21,2251.0469,2341.0435,3066.8777,3483.786,3319.2776,3664.3433,1600.6228,2759.982,2043.2341,Rubber,3
ID_T4HaP6_Dec,Dec,3249.873,3044.271,2884.577,2788.6494,2880.5906,3642.5137,4118.6304,3930.242,4352.106,1711.5844,3514.6604,2634.4556,Rubber,3
ID_tKRoWo_Dec,Dec,3138.948,2891.238,2738.95,2602.1868,2750.681,3689.4094,4237.237,4029.3445,4524.44,1703.707,3483.521,2555.8152,Rubber,3
ID_nuIE1l_Dec,Dec,3473.031,3229.0034,3033.1072,2933.707,3015.513,3548.248,3837.6462,3671.4136,3985.9624,1829.0441,3213.161,2609.0251,Rubber,3
ID_wR1peh_Dec,Dec,2761.7192,2461.5898,2256.3906,2004.1857,2157.1042,3080.1653,3547.3123,3407.859,3794.128,1600.5518,2757.6045,1893.7432,Rubber,3
ID_wReGjO_Dec,Dec,2721.474,2445.6013,2257.7932,2029.5713,2185.7664,3076.0757,3547.834,3410.0376,3814.737,1539.6571,2777.2695,1952.4379,Rubber,3
ID_ZesUIb_Dec,Dec,2552.0874,2219.2444,1999.7395,1717.3997,1855.2092,2729.617,3176.277,3008.9358,3397.6843,1277.5709,2297.3374,1541.2542,Palm,2
ID_AsXdKU_Dec,Dec,3212.1523,2877.5303,2662.8877,2519.697,2545.925,3053.3037,3379.0664,3108.8928,3483.1912,1409.4257,2551.4734,2007.2452,Rubber,3
ID_BmajXs_Dec,Dec,3353.2207,3162.4434,3036.9385,3017.9978,3065.1016,3779.5325,4265.9395,4022.4294,4518.0503,1465.7909,3950.7966,3054.4763,Palm,2
ID_bHjvEm_Dec,Dec,2999.549,2748.0623,2548.0889,2380.7056,2475.7063,3211.8801,3646.042,3480.3206,3836.3376,1626.5609,2926.0488,2175.4675,Rubber,3
ID_PIXQjl_Dec,Dec,2392.0835,2115.5996,1961.089,1718.4957,1939.6235,2979.8596,3458.6753,3319.133,3751.859,1423.5447,2662.6829,1752.4679,Rubber,3
ID_cLC7ar_Dec,Dec,2444.2944,2138.5872,1973.2057,1711.6097,1935.8658,3012.0361,3508.5068,3337.337,3796.1165,1408.2976,2665.8738,1716.7217,Rubber,3
ID_b2Rnyf_Dec,Dec,4514.4404,4495.0376,4467.592,4695.3247,4708.4673,5405.122,5967.186,5660.855,6302.3774,2075.8892,5516.5894,4323.8022,Rubber,3
ID_xk4W5q_Dec,Dec,2749.4185,2471.3225,2267.8208,2014.523,2168.412,3161.2478,3676.6462,3538.7783,3939.4058,1607.5671,2774.5352,1891.6422,Rubber,3
ID_FAw3Wt_Dec,Dec,2402.7751,2130.7954,1985.677,1751.6063,1968.4668,3029.03,3527.5483,3371.2302,3811.1099,1420.5571,2726.9558,1805.8854,Rubber,3
ID_wDpKRi_Dec,Dec,2530.6843,2193.1345,1942.8555,1670.7036,1752.922,2414.719,2749.0784,2589.8784,2867.9692,1220.8539,1902.4114,1368.273,Palm,2
ID_kYPP3a_Dec,Dec,2303.416,2020.1588,1898.3074,1659.2328,1938.0172,2947.5378,3453.1301,3356.2388,3796.5972,1429.5728,2918.2253,1894.0132,Cocoa,1
ID_0Ov93I_Dec,Dec,3711.5425,3539.135,3380.293,3351.5598,3425.741,4101.194,4576.315,4358.317,4815.133,1951.22,3926.1042,3034.4,Rubber,3
ID_yo17qr_Dec,Dec,2546.307,2220.795,2016.1686,1733.543,1915.9796,3014.6685,3589.8643,3425.574,3902.1392,1332.227,2691.119,1696.8024,Palm,2
ID_Pg197t_Dec,Dec,2642.6206,2304.807,2092.6755,1864.5963,1960.7416,2581.0903,2915.2227,2751.62,3054.9226,1429.2073,2131.4236,1607.5098,Rubber,3
ID_CUmFxc_Dec,Dec,2749.5645,2437.1064,2233.8005,1985.3049,2140.3875,3121.3003,3642.8596,3494.5645,3903.8835,1605.286,2781.2568,1890.3407,Rubber,3
ID_axvANo_Dec,Dec,2577.5186,2257.797,2060.1917,1775.2096,1957.3883,3103.4543,3705.0505,3525.6538,4015.631,1353.0696,2686.4814,1713.4968,Palm,2
ID_yXtm8F_Dec,Dec,2546.8206,2209.5076,1977.4026,1696.4902,1828.2983,2710.826,3162.5312,2982.4128,3362.9055,1277.2737,2337.735,1551.609,Rubber,3
ID_ZBcTEb_Dec,Dec,3149.3145,2987.511,2811.5447,2691.5547,2756.263,3433.4102,3840.6206,3699.956,4048.784,1419.9946,3214.7686,2425.9128,Rubber,3
ID_on02IG_Dec,Dec,2695.7886,2416.0454,2258.5266,2052.265,2253.8835,3203.2139,3679.1035,3489.6836,3990.909,1453.3245,3034.2988,2021.2375,Rubber,3
ID_or6uBT_Dec,Dec,2495.07,2197.2964,2031.5452,1787.7997,2003.308,2960.4783,3420.917,3241.2756,3722.7854,1331.4379,2789.2341,1796.0496,Rubber,3
ID_LI5ZFx_Dec,Dec,3422.7957,3164.693,3080.1619,3029.641,3180.081,4214.104,4855.589,4541.6245,5235.7363,1587.997,4047.592,2919.8928,Palm,2
ID_uZDX2F_Dec,Dec,3042.1426,2716.231,2530.174,2309.734,2507.1418,3414.665,3921.1904,3750.6594,4210.4023,1855.394,3012.489,2128.3667,Rubber,3
ID_ot2aCl_Dec,Dec,2549.9695,2219.8904,2008.6663,1721.9928,1880.681,2827.1128,3311.5396,3146.442,3570.2507,1295.8903,2436.1296,1596.5177,Palm,2
ID_gPwNaT_Dec,Dec,4040.8274,4065.7932,4044.355,4213.4546,4294.0117,5123.397,5711.5254,5506.869,6111.0566,1794.9766,5449.11,4190.0913,Palm,2
ID_kqlCK4_Dec,Dec,2479.2688,2179.9504,2018.7013,1760.4583,1990.8047,2994.9438,3450.8916,3276.8628,3749.3564,1353.5255,2770.6094,1769.9846,Rubber,3
ID_hdBd45_Dec,Dec,2967.5986,2694.7778,2516.0535,2325.6548,2464.4602,3459.7847,3999.1614,3824.6943,4270.505,1682.2769,3186.5566,2221.9211,Rubber,3
ID_YYbh2U_Dec,Dec,2544.4104,2205.7317,1968.1437,1689.2343,1807.5183,2630.8748,3052.3599,2871.2202,3226.6257,1262.5089,2221.31,1502.7903,Rubber,3
ID_E3DVW6_Dec,Dec,2470.1958,2168.334,1994.2568,1741.6959,1946.6163,2979.0168,3472.6643,3290.2937,3768.3853,1349.0422,2720.1604,1734.1019,Rubber,3
ID_bmMyw2_Dec,Dec,3439.6406,3305.9036,3193.0112,3148.0022,3269.3687,4233.471,4820.7715,4606.9053,5178.397,1595.8428,4231.1733,3071.6074,Rubber,3
ID_6RnYnT_Dec,Dec,2611.2815,2349.147,2187.7224,1958.7913,2162.869,3250.301,3780.453,3590.9326,4102.256,1387.4879,3036.8293,1972.7485,Rubber,3
ID_RE6wam_Dec,Dec,2664.578,2352.9392,2176.1626,1896.6548,2128.1821,3359.875,4007.2495,3840.349,4396.5093,1391.8696,3052.2534,1938.8569,Palm,2
ID_oBzOjY_Dec,Dec,3348.3044,3074.1958,2907.8755,2781.354,2930.1357,3780.8748,4309.137,4096.3726,4599.3975,1890.8827,3498.4517,2549.2864,Rubber,3
ID_xk7bJf_Dec,Dec,3490.5457,2997.4814,2866.39,2746.6501,2943.4155,3753.7346,4178.6475,3865.2988,4443.296,1873.3618,3328.9841,2621.687,Rubber,3
ID_ZnmN0Y_Dec,Dec,4325.3037,4218.0625,4164.97,4324.688,4351.171,5045.283,5574.3027,5262.4907,5884.377,2010.4241,4972.944,3927.994,Rubber,3
ID_ZHN1XK_Dec,Dec,3439.6758,3220.0095,3077.4207,3010.1084,3115.338,3932.4734,4456.18,4233.884,4731.5757,1776.5044,3805.3137,2885.8958,Rubber,3
ID_QXd6gm_Dec,Dec,3411.962,3189.3857,3031.3767,2896.463,3067.942,3938.4,4465.922,4278.965,4774.4253,1961.9193,3644.3713,2666.4026,Rubber,3
ID_12GpsM_Dec,Dec,3091.8684,2802.8936,2623.5112,2486.9639,2566.2356,3342.7798,3817.463,3563.457,4042.1987,1457.5294,2990.1108,2238.945,Palm,2
ID_dbiX2A_Dec,Dec,3728.14,3407.6565,3255.9958,3237.399,3263.2087,3803.1729,4193.1333,3823.2698,4359.9775,1586.0415,3310.4268,2611.494,Rubber,3
ID_EjtElC_Dec,Dec,2611.5918,2300.2769,2101.2373,1826.9957,2000.824,3065.8394,3629.8584,3460.463,3937.6428,1343.3176,2760.2546,1773.6498,Palm,2
ID_Kv76GO_Dec,Dec,2580.7117,2263.8904,2069.9282,1771.9823,1991.3787,3229.5908,3861.7056,3703.023,4240.116,1368.737,2922.0996,1805.9803,Palm,2
ID_Hbyt3Z_Dec,Dec,2476.1072,2179.5225,2028.6255,1772.0138,2022.0381,3036.8333,3497.148,3326.5664,3809.4001,1367.6471,2792.8455,1795.3441,Rubber,3
ID_b1jzlJ_Dec,Dec,3747.5674,3651.1948,3608.3938,3677.977,3794.469,4797.4775,5455.03,5183.5815,5867.426,1704.7509,4890.8374,3596.6506,Palm,2
ID_KMPCii_Dec,Dec,3527.4922,3278.0366,3129.9587,3035.9338,3192.4119,4020.3796,4541.716,4323.111,4846.23,1986.8997,3795.903,2809.8945,Rubber,3
ID_1uLIfw_Dec,Dec,2479.9534,2179.4463,2012.8608,1757.8401,1979.6086,3016.273,3501.9973,3323.852,3816.3237,1352.3533,2783.1025,1769.103,Rubber,3
ID_n1NnK7_Dec,Dec,2598.345,2276.0757,2076.4375,1783.4487,1968.4702,3163.3506,3797.1284,3603.9978,4120.884,1347.331,2753.7432,1734.7786,Palm,2
ID_9uaWNr_Dec,Dec,2473.5793,2176.574,2024.4902,1765.8374,2017.4695,3055.82,3527.6912,3356.7747,3845.3625,1372.6512,2822.4548,1804.0953,Rubber,3
ID_bWFMre_Dec,Dec,2556.9895,2232.1946,2015.2465,1733.7167,1898.7589,2871.5647,3371.614,3214.7693,3640.2852,1306.9827,2506.1987,1637.9158,Palm,2
ID_evbynQ_Dec,Dec,2549.7302,2244.9712,2082.5264,1825.4559,2055.792,3117.6804,3626.5178,3437.3801,3941.5205,1415.4944,2830.8674,1818.0511,Rubber,3
ID_N3CKL9_Dec,Dec,2543.4695,2217.6567,2016.4568,1731.9546,1920.0177,3033.5156,3614.5085,3447.8335,3931.6602,1331.6248,2680.0562,1690.6224,Palm,2
ID_v3hW5h_Dec,Dec,3554.3704,3290.4883,3101.4226,3017.7317,3099.8127,3617.1423,3903.6785,3717.2402,4052.0254,1872.6305,3296.6501,2707.543,Rubber,3
ID_EcYpY5_Dec,Dec,2566.349,2229.8567,1987.3245,1713.6232,1808.7659,2527.8901,2904.8582,2728.023,3056.3687,1244.3722,2038.333,1446.0873,Rubber,3
ID_fqLWlp_Dec,Dec,2680.7383,2332.782,2071.5479,1819.8612,1872.4926,2409.687,2694.5503,2510.1885,2767.5886,1279.7877,1906.5367,1457.487,Rubber,3
ID_6MV1s1_Dec,Dec,2572.7598,2246.3765,2066.5525,1767.7635,1997.2379,3257.919,3912.327,3743.1592,4294.9014,1383.613,2891.9617,1793.4744,Palm,2
ID_0RuY6K_Dec,Dec,3083.9417,2768.0527,2583.4563,2389.9626,2565.466,3449.3103,3962.8447,3780.817,4251.994,1825.8274,3133.8901,2216.8442,Rubber,3
ID_bzRfPx_Dec,Dec,2761.4883,2456.0361,2251.1687,2000.1964,2154.1597,3100.0046,3579.5479,3435.9543,3830.9727,1607.722,2780.1833,1900.9158,Rubber,3
ID_yyK5Yq_Dec,Dec,2592.0273,2301.0393,2131.3064,1895.7421,2098.4048,3087.98,3571.5613,3379.4749,3874.4302,1387.6536,2852.351,1850.1141,Rubber,3
ID_RLu93G_Dec,Dec,3623.256,3531.794,3474.8901,3498.5754,3634.514,4702.948,5375.985,5145.004,5802.5034,1680.1361,4781.078,3467.0488,Palm,2
ID_zbMscp_Dec,Dec,2469.6116,2171.5156,2008.564,1759.6659,1978.3552,3025.063,3519.787,3333.218,3822.1091,1353.2325,2784.2795,1791.6847,Rubber,3
ID_Th1lbV_Dec,Dec,2717.9404,2404.381,2226.6152,1990.5167,2180.5652,3071.3323,3534.9316,3396.2095,3810.3123,1580.6936,2755.4353,1907.6548,Rubber,3
ID_hzy3kx_Dec,Dec,2771.156,2493.9438,2286.8975,2040.5114,2187.297,3127.779,3629.9224,3491.8086,3878.3044,1609.5364,2753.952,1902.0365,Rubber,3
ID_jmLfEk_Dec,Dec,2608.477,2295.984,2117.3667,1847.2737,2037.8727,3183.2449,3790.3103,3615.4045,4133.2236,1364.582,2853.02,1809.8512,Palm,2
ID_VloIhT_Dec,Dec,2847.2168,2568.84,2396.8494,2219.0737,2336.2068,3271.7666,3808.4556,3617.4373,4085.992,1408.4983,3061.578,2155.3145,Palm,2
ID_wTtcob_Dec,Dec,2644.2883,2330.7886,2137.8782,1869.1688,2055.03,3109.5237,3650.3186,3466.2615,3946.163,1355.3899,2746.3018,1833.722,Palm,2
ID_4h8uzz_Dec,Dec,2564.3704,2236.976,1996.7574,1725.8328,1821.2665,2531.406,2901.091,2724.532,3047.1123,1241.1973,2029.8385,1450.298,Rubber,3
ID_B8x0G6_Dec,Dec,2568.6287,2251.3738,2053.9678,1759.5367,1956.767,3110.4937,3709.3044,3529.3552,4013.6904,1361.8151,2653.2395,1688.7155,Palm,2
ID_9YEQgu_Dec,Dec,3743.5852,3651.9995,3524.0461,3545.6313,3581.363,4242.4946,4701.869,4509.5303,4928.4043,1854.1292,4231.001,3306.7144,Rubber,3
ID_HQr75Y_Dec,Dec,3954.5479,3799.9832,3716.8628,3800.251,3839.7512,4540.864,5035.9424,4762.973,5319.965,1928.0623,4630.0054,3651.6724,Rubber,3
ID_9wjbwx_Dec,Dec,2489.998,2183.8508,1996.3507,1750.5767,1936.0072,2925.5537,3407.549,3229.0845,3685.7473,1345.7942,2723.9995,1738.693,Rubber,3
ID_wUJPUM_Dec,Dec,2976.5828,2672.4087,2469.0327,2240.3933,2416.1318,3317.9182,3819.6875,3661.6982,4086.586,1801.6436,2902.0308,2030.1688,Rubber,3
ID_iLxBoE_Dec,Dec,2769.8127,2470.9277,2290.0015,2017.9143,2250.7043,3331.0286,3888.4082,3741.749,4249.708,1524.2706,3137.1377,2043.8505,Rubber,3
ID_PiZsQF_Dec,Dec,2743.4775,2439.5698,2260.6333,1997.5044,2212.7356,3321.3699,3926.362,3756.5557,4239.9287,1628.6367,2908.0073,1950.6001,Rubber,3
ID_4DAY0n_Dec,Dec,2788.4734,2529.8315,2359.556,2113.895,2304.3345,3553.1565,4239.6416,4060.4824,4615.3735,1426.8739,3270.584,2117.0312,Palm,2
ID_BAUEIJ_Dec,Dec,2854.5352,2464.3145,2289.1445,2108.5432,2251.5537,2974.3306,3339.3713,3113.3376,3544.2427,1508.7859,2579.531,1943.8358,Rubber,3
ID_UbOt8N_Dec,Dec,2701.5903,2400.0981,2220.3281,1972.983,2169.518,3283.1777,3861.3342,3678.9243,4212.0493,1383.7146,3171.006,2010.4585,Palm,2
ID_dmhKwf_Dec,Dec,2386.3472,2113.4636,1978.6282,1711.6301,1980.474,3148.905,3674.1096,3534.2092,4002.3518,1470.1991,2690.3035,1739.9846,Rubber,3
ID_UP2pqR_Dec,Dec,2467.4314,2168.154,2001.9934,1752.4564,1967.3549,3007.8376,3499.5017,3313.649,3797.5286,1350.2349,2770.7424,1778.8524,Rubber,3
ID_xDskVY_Dec,Dec,3515.8875,3255.41,3168.0461,3145.599,3262.684,4201.183,4808.3926,4497.0015,5162.514,1589.4307,4114.9507,3026.6555,Palm,2
ID_HGuWip_Dec,Dec,3501.4482,3045.0496,2917.7263,2830.4421,3017.349,3866.533,4314.4604,3999.7104,4584.7236,1925.6613,3503.3818,2728.5457,Rubber,3
ID_ZCPRwb_Dec,Dec,3012.279,2698.6199,2506.5059,2282.4094,2472.2642,3375.2256,3877.4421,3714.2114,4160.7495,1833.8859,2973.7136,2087.9353,Rubber,3
ID_3h4LVa_Dec,Dec,3348.1946,2981.0764,2834.6252,2699.9814,2893.2844,3802.0845,4271.609,4035.1072,4552.0254,1836.4752,3415.7786,2533.0227,Rubber,3
ID_uMh6vp_Dec,Dec,2861.6067,2523.5378,2281.3599,2075.7397,2111.467,2617.1484,2910.378,2696.3938,2987.2908,1316.7705,2152.8416,1694.7498,Rubber,3
ID_mzJvcR_Dec,Dec,2463.6802,2157.808,1992.509,1730.9673,1958.0188,3058.1948,3556.3557,3378.5664,3856.6116,1397.0676,2790.807,1784.6335,Rubber,3
ID_bCvMpB_Dec,Dec,3026.4187,2764.02,2573.8635,2407.5286,2521.5117,3310.9004,3771.7812,3594.2148,3988.777,1653.6309,3012.2637,2218.788,Rubber,3
ID_fH3X7V_Dec,Dec,2386.7056,2114.1008,1979.2034,1714.584,1983.1665,3147.9023,3674.8467,3536.457,4006.8804,1472.4125,2703.745,1750.2137,Rubber,3
ID_32HIhX_Dec,Dec,2720.0984,2443.361,2233.7056,1968.1061,2132.4863,3086.0269,3594.4575,3462.366,3863.0935,1545.5906,2730.6921,1862.8743,Rubber,3
ID_rhgf5K_Dec,Dec,2595.5122,2266.285,2048.5393,1794.7893,1906.0889,2699.9788,3120.992,2916.164,3287.5405,1266.804,2195.1191,1561.1196,Palm,2
ID_OjifIQ_Dec,Dec,2731.8855,2424.4521,2241.469,1957.1184,2190.8647,3303.3853,3871.9924,3718.7263,4222.869,1517.0592,3011.2507,1952.6136,Rubber,3
ID_kso7Y6_Dec,Dec,3479.178,3257.3318,3120.033,3064.1812,3167.412,3974.8381,4497.1714,4265.147,4773.3335,1787.5717,3850.9697,2938.7092,Rubber,3
ID_8HOUqs_Dec,Dec,3136.4976,2877.0269,2707.9182,2557.5386,2671.8882,3603.372,4148.7075,3929.434,4438.3823,1459.115,3344.6577,2390.18,Palm,2
ID_tsWRmF_Dec,Dec,3219.4932,2796.9778,2657.3557,2515.683,2720.7427,3648.0535,4130.741,3862.639,4431.9575,1759.213,3310.9116,2439.9336,Rubber,3
ID_WX9YDA_Dec,Dec,2542.0403,2200.8462,1952.9868,1678.9762,1772.6859,2487.572,2853.3953,2674.3164,2985.5527,1235.928,2051.2341,1433.1146,Rubber,3
ID_kgxYtA_Dec,Dec,2975.9707,2672.4502,2468.426,2239.9888,2415.2842,3316.3225,3817.8381,3659.7424,4084.4897,1801.1265,2902.0945,2030.2595,Rubber,3
ID_pWzJTB_Dec,Dec,2584.164,2274.5818,2113.5017,1846.9185,2073.2122,3322.3706,3985.6047,3800.85,4339.219,1396.4863,2974.071,1926.6752,Palm,2
ID_umjapH_Dec,Dec,3247.8857,2983.3333,2827.9253,2723.436,2820.8516,3644.1438,4129.4907,3912.7532,4379.087,1722.2968,3430.2302,2575.0999,Rubber,3
ID_zFYTHU_Dec,Dec,2459.989,2131.5635,1932.327,1660.029,1814.7963,2967.714,3618.8088,3457.1582,3928.6013,1353.3365,2480.2727,1570.5522,Palm,2
ID_QgYtV2_Dec,Dec,2956.3035,2692.689,2482.59,2307.762,2391.1558,3059.1733,3448.2222,3282.192,3608.0862,1601.3126,2736.9797,2054.7405,Rubber,3
ID_lit5HC_Dec,Dec,2771.6868,2465.8738,2262.7258,2019.694,2170.7312,3144.8542,3666.0476,3518.6694,3932.08,1610.5294,2830.1326,1927.8943,Rubber,3
ID_3VH0uT_Dec,Dec,2563.9004,2241.7827,2040.6655,1754.6056,1929.9808,2948.4346,3473.0247,3309.8577,3763.7546,1319.602,2594.0928,1675.1053,Palm,2
ID_Oa3tjl_Dec,Dec,2621.38,2305.19,2128.9224,1840.596,2071.3083,3301.843,3935.501,3741.5532,4281.632,1392.1238,2886.7825,1823.8885,Palm,2
ID_8eLM8J_Dec,Dec,2517.4302,2220.429,2066.1196,1815.7013,2049.4875,3117.8262,3622.8455,3431.8574,3950.5781,1360.6525,2835.4736,1810.3691,Rubber,3
ID_UHEf9r_Dec,Dec,2479.5806,2177.891,2002.9631,1754.569,1955.8958,2992.2896,3485.6035,3302.1145,3780.1746,1352.9054,2751.5886,1753.3438,Rubber,3
ID_bvrJMl_Dec,Dec,2752.9019,2448.1807,2230.717,1994.8655,2110.84,2910.0276,3344.6882,3185.903,3537.4783,1562.6033,2488.6794,1800.3103,Rubber,3
ID_zKpSnm_Dec,Dec,4057.285,4013.5872,3945.9797,4023.6636,4113.734,5083.6626,5743.3896,5491.108,6130.7026,1861.6113,4770.4214,3499.3633,Palm,2
ID_JSll97_Dec,Dec,2400.0588,2128.333,1992.3953,1742.8662,1990.3687,3103.117,3607.5972,3449.3433,3908.4968,1430.5779,2734.5679,1791.687,Rubber,3
ID_v3TWLE_Dec,Dec,3786.632,3673.1216,3605.4333,3684.5713,3768.0615,4562.0117,5101.2524,4836.361,5442.5845,1671.4314,4617.27,3539.077,Rubber,3
ID_YNHm9l_Dec,Dec,2478.5437,2177.024,2002.8793,1749.8912,1954.3883,2996.329,3491.3687,3307.711,3789.2898,1354.4695,2738.4414,1737.4686,Rubber,3
ID_QHgUrm_Dec,Dec,3066.6335,2785.0474,2591.604,2467.7065,2520.962,3144.5486,3532.7578,3303.2642,3692.0474,1423.3763,2914.7017,2270.909,Rubber,3
ID_8TzKpm_Dec,Dec,2995.9258,2711.273,2516.1704,2289.1833,2485.2937,3366.2114,3855.0508,3707.261,4143.4673,1814.8231,2988.6917,2096.3406,Rubber,3
ID_S3J7jB_Dec,Dec,2480.7747,2181.6213,2019.4545,1762.0461,1990.4137,3017.2546,3492.024,3312.4026,3801.651,1350.2173,2749.4087,1758.3491,Rubber,3
ID_ieUgW9_Dec,Dec,2583.9731,2264.0823,2072.263,1788.9735,1973.6959,3066.618,3646.626,3473.6597,3962.0608,1338.1887,2697.7532,1709.9666,Palm,2
ID_68nnDH_Dec,Dec,4377.704,4348.1396,4376.748,4661.044,4703.759,5417.506,5993.265,5653.1187,6373.338,1844.9896,5760.311,4522.282,Palm,2
ID_yh1765_Dec,Dec,3166.0188,2906.6616,2737.4456,2642.3613,2708.662,3383.7192,3809.1304,3574.147,3999.697,1468.1696,3204.1646,2484.3794,Palm,2
ID_SnFErt_Dec,Dec,2640.1497,2357.7356,2165.9465,1907.6855,2083.7397,3085.4307,3617.7148,3480.1768,3898.0254,1541.1669,2650.513,1806.2987,Rubber,3
ID_WrQBCo_Dec,Dec,2453.669,2157.624,2014.9137,1761.9332,2020.6998,3055.3518,3524.1267,3354.4854,3838.1147,1390.196,2880.6516,1861.0569,Rubber,3
ID_htDkK6_Dec,Dec,4233.171,4235.819,4226.8384,4453.1616,4499.0117,5240.4204,5804.8716,5518.671,6173.997,1808.7405,5514.228,4304.442,Rubber,3
ID_R2Ki50_Dec,Dec,3143.353,2870.5564,2716.1262,2589.8567,2703.3606,3594.5232,4126.7246,3876.6587,4411.223,1456.6517,3396.9182,2478.8542,Palm,2
ID_hc34JH_Dec,Dec,2713.1296,2463.3767,2261.6643,1998.8147,2163.622,3118.1438,3610.4602,3476.119,3869.7102,1548.1365,2744.6287,1866.5271,Rubber,3
ID_BiR24C_Dec,Dec,2808.6648,2551.6663,2357.1545,2135.5098,2253.5022,3143.8242,3623.8428,3479.778,3869.7102,1540.3564,2895.1787,2018.885,Rubber,3
ID_scGlYG_Dec,Dec,4181.5566,4008.3945,3855.0325,3925.4536,3881.2456,4439.269,4934.528,4613.573,5169.081,1628.0886,4331.3286,3467.7349,Palm,2
ID_Hpgkid_Dec,Dec,2845.7346,2554.632,2380.6997,2176.1633,2364.7344,3266.671,3742.2441,3561.5466,4034.6133,1611.6793,3032.5232,2079.725,Rubber,3
ID_0qtG4C_Dec,Dec,2860.0054,2591.4062,2382.123,2174.295,2285.3604,3127.0442,3596.1663,3442.5537,3804.876,1605.665,2786.4492,1994.6865,Rubber,3
ID_yvn8RG_Dec,Dec,2803.0715,2510.796,2273.4106,2055.015,2112.7397,2676.0608,2980.9138,2841.5125,3093.7554,1542.3287,2243.7573,1740.511,Rubber,3
ID_Aqc6dq_Dec,Dec,2656.2617,2404.3972,2209.693,1956.7625,2126.2354,3078.351,3581.2256,3454.689,3854.2507,1531.601,2720.734,1862.6747,Rubber,3
ID_Wkn6iS_Dec,Dec,2678.8982,2418.622,2228.2231,1983.3107,2150.6064,3097.234,3597.0046,3465.6912,3872.4744,1533.4796,2754.5679,1905.3951,Rubber,3
ID_lUrRcD_Dec,Dec,2693.5647,2373.733,2156.3035,1943.504,1998.2354,2548.0562,2856.4736,2674.1023,2969.6428,1251.4956,2244.7646,1690.3645,Rubber,3
ID_esXQrq_Dec,Dec,2589.3005,2265.7847,2072.4255,1774.9116,1986.8796,3190.2495,3807.778,3625.4363,4159.286,1356.7305,2811.657,1755.7954,Palm,2
ID_P4N0NB_Dec,Dec,2495.553,2197.6052,2035.3176,1778.689,2005.6582,3068.3445,3566.2527,3384.8708,3891.8079,1355.7178,2826.4026,1790.0361,Rubber,3
ID_PQ6OsA_Dec,Dec,2557.995,2234.0015,2060.3796,1759.417,2007.0339,3337.9397,4021.4468,3839.2666,4405.4897,1403.9563,2912.9143,1807.776,Rubber,3
ID_LvJjOD_Dec,Dec,3145.2114,2810.7888,2618.3699,2473.482,2573.9358,3189.0505,3512.4133,3315.3706,3682.4814,1660.0785,2804.585,2218.2522,Rubber,3
ID_aFxzJl_Dec,Dec,3244.7004,3007.3706,2876.0728,2823.1477,2887.6943,3593.9624,4055.299,3801.0142,4293.119,1459.7301,3518.97,2708.5017,Palm,2
ID_vw19m2_Dec,Dec,2494.0354,2182.1985,2025.4395,1776.025,2008.2642,3054.8503,3537.3914,3363.3833,3837.7117,1438.1115,2833.9272,1850.7786,Rubber,3
ID_4CSRKl_Dec,Dec,3048.925,2824.94,2677.8547,2536.1672,2664.3467,3608.0073,4159.735,3977.362,4478.5967,1460.0612,3449.4316,2467.5432,Palm,2
ID_WH6ddr_Dec,Dec,2529.4995,2189.2698,1934.5101,1665.1833,1735.89,2333.3472,2633.2822,2473.873,2732.584,1206.6263,1832.9274,1344.7959,Palm,2
